hadoram,4
uzal,2
diklah,2
1028,18
obal,1
abimael,2
1029,18
ophir,13
jobab,9
1030,15
dwelling,52
mesha,4
sephar,1
mount,263
1031,16
1032,16
journeyed,33
plain,77
brick,7
burn,138
thoroughly,3
slime,2
morter,11
build,163
tower,48
top,91
reach,15
scattered,72
down,1125
people,2142
begin,27
nothing,225
imagined,3
confound,5
understand,92
anothers,5
left,348
scatter,38
1110,33
1111,32
1112,32
1113,31
1114,31
1115,31
1116,30
1117,29
1118,28
reu,5
1119,28
1120,26
serug,5
1121,26
1122,25
nahor,15
1123,25
1124,22
terah,11
1125,22
nineteen,3
1126,21
abram,54
haran,19
1127,21
lot,112
1128,20
nativity,7
ur,5
chaldees,14
1129,20
abrams,7
sarai,16
nahors,2
milcah,11
daughter,324
iscah,1
1130,19
barren,23
child,201
1131,18
law,525
1132,17
get,118
country,181
kindred,28
shew,228
nation,145
bless,127
blessing,67
curseth,10
departed,216
spoken,287
souls,79
passed,161
sichem,1
moreh,3
canaanite,14
appeared,70
mountain,136
bethel,66
pitched,82
having,193
west,70
hai,2
going,92
still,101
south,143
1210,31
famine,96
egypt,611
sojourn,33
grievous,38
1211,32
near,211
enter,149
1212,32
egyptians,102
say,1056
save,233
1213,32
pray,313
1214,31
beheld,53
1215,28
princes,276
pharaoh,225
commended,6
pharaohs,48
1216,27
entreated,9
oxen,102
asses,64
menservants,10
maidservants,11
camels,53
1217,25
plagued,6
plagues,24
1218,23
didst,122
tell,217
1219,22
saidst,22
might,475
1220,22
132,42
rich,81
silver,320
133,41
journeys,9
been,331
134,40
135,40
flocks,80
herds,33
136,40
able,160
could,167
137,38
strife,39
herdmen,8
lots,26
perizzite,5
dwelled,6
138,38
139,38
separate,32
thyself,215
wilt,245
right,363
depart,125
1310,30
lifted,158
jordan,197
like,669
zoar,10
1311,31
separated,33
1312,31
cities,448
1313,31
wicked,344
sinners,48
1314,29
thine,938
northward,24
southward,24
westward,26
1315,26
seest,36
1316,26
number,181
numbered,128
1317,25
arise,150
walk,212
1318,25
mamre,10
hebron,73
built,169
141,36
amraphel,2
arioch,7
ellasar,2
chedorlaomer,5
tidal,2
142,36
war,225
bera,1
birsha,1
shinab,1
shemeber,1
zeboiim,2
bela,13
143,36
joined,43
vale,9
siddim,3
salt,41
144,36
served,74
thirteenth,11
rebelled,34
145,36
fourteenth,25
kings,624
smote,229
rephaims,2
ashteroth,1
karnaim,1
zuzims,1
emins,1
shaveh,2
kiriathaim,4
146,35
horites,3
seir,39
elparan,1
wilderness,304
147,34
enmishpat,1
kadesh,17
amalekites,24
amorites,73
hazezontamar,1
148,33
battle,170
149,33
1410,27
full,273
slimepits,1
fled,146
1411,28
goods,42
victuals,17
1412,28
1413,28
escaped,58
hebrew,26
eshcol,6
aner,3
confederate,3
1414,28
captive,59
armed,30
trained,1
eighteen,22
pursued,38
dan,72
1415,28
himself,527
hobah,1
damascus,60
1416,26
back,154
women,181
1417,26
slaughter,56
valley,139
dale,2
1418,25
melchizedek,2
salem,4
priest,497
most,138
1419,25
possessor,2
1420,24
enemies,269
tithes,24
1421,23
persons,56
1422,22
mine,649
1423,20
thread,7
shoelatchet,1
1424,18
portion,100
151,32
word,698
vision,79
shield,45
exceeding,58
reward,80
152,31
seeing,116
childless,7
steward,13
eliezer,15
153,31
heir,18
154,30
bowels,39
155,28
156,27
believed,116
counted,40
righteousness,306
157,27
inherit,62
158,27
whereby,39
159,25
heifer,19
goat,35
ram,97
turtledove,3
pigeon,2
1510,23
each,52
piece,43
birds,26
1511,23
carcases,22
1512,23
sun,160
horror,4
1513,23
surety,14
stranger,129
theirs,21
serve,209
afflict,36
1514,23
judge,191
1515,23
peace,429
buried,106
age,42
1516,23
hither,67
iniquity,278
1517,23
dark,43
smoking,5
furnace,30
burning,60
lamp,13
pieces,121
1518,23
1519,23
kenites,8
kenizzites,1
kadmonites,1
1520,22
hittites,22
perizzites,18
1521,21
girgashites,5
jebusites,25
161,28
handmaid,45
egyptian,23
hagar,12
162,28
maid,36
obtain,18
163,28
164,28
mistress,9
despised,60
165,28
wrong,26
bosom,41
166,28
pleaseth,6
dealt,57
hardly,8
167,28
angel,201
fountain,33
shur,6
168,28
sarais,1
camest,28
whither,124
flee,105
169,28
submit,12
1610,27
multitude,243
1611,26
ishmael,47
affliction,75
1612,25
wild,44
1613,25
here,162
seeth,54
1614,25
beerlahairoi,1
bered,2
1615,23
1616,23
fourscore,36
171,25
almighty,57
172,25
173,25
174,25
many,558
175,25
abraham,231
176,25
177,25
178,25
possession,105
179,25
1710,24
among,916
circumcised,39
1711,24
circumcise,10
foreskin,9
betwixt,16
1712,24
bought,44
money,143
1713,24
must,142
needs,16
1714,22
uncircumcised,43
1715,21
sarah,38
1716,20
1717,17
laughed,13
1718,17
o,1065
1719,15
indeed,70
isaac,128
1720,14
beget,10
1721,13
next,60
1722,13
talking,9
1723,13
abrahams,19
1724,13
1725,11
thirteen,15
1726,11
1727,10
181,24
plains,25
sat,192
182,24
stood,339
ran,61
bowed,78
183,24
favour,70
184,24
little,242
fetched,18
wash,89
feet,256
yourselves,191
185,24
fetch,31
morsel,10
hearts,116
186,24
hastened,7
ready,100
quickly,39
measures,39
fine,113
meal,12
knead,2
cakes,25
hearth,7
187,24
herd,22
fetcht,1
calf,29
tender,39
hasted,23
188,23
butter,11
milk,48
dressed,7
189,23
1810,23
certainly,31
behind,74
1811,23
stricken,18
ceased,33
manner,196
1812,23
herself,42
waxed,37
pleasure,61
being,291
1813,23
laugh,18
1814,23
too,51
hard,45
1815,23
denied,19
nay,55
1816,23
1817,23
hide,82
1818,22
1819,22
command,104
household,61
justice,28
judgment,294
1820,22
cry,181
1821,22
whether,171
altogether,29
1822,21
1823,20
drew,85
1824,19
peradventure,32
spare,40
1825,17
far,173
1826,17
find,156
sakes,31
1827,17
answered,492
speak,513
ashes,43
1828,16
lack,15
1829,14
fortys,1
1830,14
oh,38
angry,44
1831,12
twentys,1
1832,11
once,59
tens,4
1833,9
soon,65
communing,2
191,24
angels,96
gate,275
192,24
lords,176
turn,283
tarry,51
rise,142
early,86
ways,206
abide,83
street,36
193,24
pressed,15
feast,123
bake,9
unleavened,61
194,24
lay,241
compassed,44
round,320
quarter,8
195,24
196,24
197,24
wickedly,23
198,24
known,222
shadow,73
roof,20
199,24
stand,274
fellow,27
deal,60
worse,26
sore,98
break,140
1910,24
1911,24
blindness,7
small,99
wearied,14
1912,23
besides,8
1913,23
waxen,12
1914,23
married,30
seemed,16
mocked,21
1915,21
arose,173
consumed,96
1916,20
lingered,2
hold,186
merciful,40
1917,20
escape,59
stay,33
1918,20
1919,20
magnified,21
mercy,276
shewed,135
saving,12
cannot,188
some,233
1920,19
thither,95
1921,19
overthrow,19
1922,16
haste,55
anything,7
1923,15
risen,51
1924,15
rained,9
brimstone,15
fire,549
1925,14
overthrew,12
inhabitants,202
1926,12
pillar,47
1927,12
gat,20
1928,12
smoke,45
1929,12
1930,10
feared,74
cave,31
1931,8
firstborn,113
1932,8
drink,369
lie,155
preserve,31
1933,8
perceived,35
nor,755
1934,8
morrow,102
yesternight,3
1935,8
1936,8
1937,8
moab,168
moabites,19
1938,6
benammi,1
ammon,91
201,24
sojourned,12
202,24
abimelech,64
203,24
dream,74
dead,364
204,24
205,24
integrity,16
innocency,5
206,24
withheld,6
sinning,2
suffered,50
207,23
restore,40
prophet,244
208,23
ears,151
209,22
offended,25
deeds,33
ought,97
2010,20
sawest,21
thought,81
2012,20
2013,20
wander,14
kindness,48
2014,20
womenservants,3
restored,27
2015,20
2016,19
thousand,520
reproved,10
2017,19
prayed,65
healed,79
2018,19
fast,85
wombs,2
visited,23
suck,19
weaned,12
mocking,5
2110,24
cast,501
bondwoman,8
2111,24
2112,24
lad,33
2113,24
2114,23
bottle,15
putting,17
shoulder,38
wandered,10
beersheba,34
2115,22
spent,19
shrubs,1
2116,21
shot,17
death,372
wept,71
2117,21
aileth,7
2118,20
2119,20
2120,20
archer,2
2121,19
paran,11
2122,19
phichol,3
chief,284
captain,139
2123,18
swear,60
falsely,21
2124,17
2125,16
abimelechs,2
violently,10
2126,14
wot,10
2127,13
2128,12
ewe,7
lambs,83
2129,12
mean,22
2130,11
witness,135
digged,37
2131,10
sware,78
2132,9
philistines,254
2133,8
grove,17
2134,8
tempt,14
lovest,12
moriah,2
offer,236
saddled,10
ass,86
clave,14
afar,51
yonder,7
worship,108
226,42
knife,6
227,39
lamb,105
228,39
provide,18
229,38
order,61
bound,106
2210,22
stretched,71
2211,22
2212,22
fearest,3
2213,21
caught,37
thicket,2
horns,67
stead,94
2214,21
jehovahjireh,1
2215,21
2216,21
sworn,48
saith,1262
2217,21
multiplying,2
sand,28
shore,17
possess,106
2218,21
obeyed,41
2219,21
2220,20
2221,19
huz,1
buz,3
kemuel,3
2222,18
chesed,1
hazo,1
pildash,1
jidlaph,1
bethuel,10
2223,18
rebekah,28
2224,17
concubine,22
reumah,1
tebah,1
gaham,1
thahash,1
maachah,18
231,32
232,32
kirjatharba,6
mourn,45
weep,49
233,30
234,30
sojourner,8
buryingplace,7
bury,39
235,29
236,29
prince,102
choice,21
sepulchres,16
none,358
withhold,9
sepulchre,54
237,27
238,25
communed,18
mind,95
intreat,15
ephron,13
zohar,4
239,25
machpelah,6
much,288
worth,9
2310,19
hittite,26
audience,12
2311,19
2312,19
2313,19
2314,19
2315,19
shekels,96
2316,19
weighed,17
named,58
current,2
merchant,12
2317,18
borders,43
about,640
sure,41
2318,17
2319,16
2320,16
241,26
242,26
eldest,14
ruled,13
thigh,21
243,26
244,26
245,26
willing,32
follow,87
246,26
beware,28
247,25
send,235
248,24
clear,15
oath,59
249,24
master,157
matter,80
2410,20
mesopotamia,7
2411,18
kneel,2
draw,76
2412,18
speed,11
2413,18
2414,18
damsel,40
pitcher,12
thereby,21
2415,18
speaking,62
2416,18
virgin,33
2417,18
2418,18
2419,17
giving,29
drinking,21
2420,17
emptied,8
trough,1
2421,16
wondering,3
held,52
wit,21
journey,60
prosperous,8
2422,16
golden,66
earring,5
half,136
shekel,43
weight,58
bracelets,10
2423,14
room,32
lodge,27
2424,12
2425,12
moreover,170
straw,16
provender,7
enough,32
2426,9
worshipped,70
2427,9
destitute,8
truth,235
led,68
masters,46
2428,6
mothers,83
2429,6
laban,51
2430,6
sisters,26
words,548
2431,6
standest,6
prepared,101
2432,5
ungirded,1
mens,24
2433,5
errand,3
2434,4
2435,3
2436,3
2437,3
2438,3
2439,3
2440,3
prosper,49
2441,3
2442,3
2443,3
cometh,282
2444,3
2445,3
2446,3
2447,3
asked,119
2448,3
2449,3
kindly,10
2450,3
proceedeth,11
bad,18
2451,3
2452,2
bowing,4
2453,2
jewels,25
raiment,57
precious,76
2454,1
tarried,32
2455,1
few,66
least,39
2456,1
hinder,16
prospered,13
2457,1
enquire,52
2458,1
2459,1
nurse,10
2460,1
thousands,62
millions,1
hate,87
2461,1
damsels,11
rode,15
followed,108
2462,1
lahairoi,2
2463,1
meditate,14
eventide,5
coming,100
2464,1
lighted,13
camel,9
2465,1
walketh,41
vail,38
2466,1
2467,1
sarahs,3
loved,98
comforted,36
251,20
keturah,4
252,20
zimran,2
jokshan,4
medan,2
midian,39
ishbak,2
shuah,5
253,19
asshurim,1
letushim,1
leummim,1
254,19
ephah,39
epher,4
hanoch,5
abidah,1
eldaah,2
255,19
256,18
concubines,17
gifts,53
257,17
threescore,93
258,17
ghost,109
259,17
2510,16
purchased,9
2511,16
2512,16
2513,15
nebajoth,3
kedar,12
adbeel,2
mibsam,3
2514,15
mishma,4
dumah,4
massa,2
2515,15
hadar,2
tema,5
jetur,3
naphish,2
kedemah,2
2516,15
towns,45
castles,6
2517,15
2518,14
2519,13
2520,12
syrian,12
padanaram,10
2521,12
intreated,18
2522,12
struggled,1
2523,11
womb,71
stronger,21
2524,11
fulfilled,82
twins,6
2525,11
red,53
hairy,5
esau,88
2526,11
esaus,12
jacob,358
2527,11
boys,2
cunning,33
2528,10
venison,8
2529,8
sod,2
pottage,7
faint,41
2530,8
feed,81
edom,86
2531,7
sell,35
birthright,10
2532,6
point,9
profit,46
2533,6
sold,82
2534,6
lentiles,4
261,17
beside,132
262,17
263,17
perform,43
264,17
265,17
kept,175
charge,108
commandments,171
statutes,132
laws,28
266,17
267,17
268,17
long,213
sporting,2
269,17
how,547
2610,16
lightly,7
lien,3
guiltiness,1
2611,16
charged,51
toucheth,40
2612,16
sowed,10
received,165
hundredfold,7
2613,15
forward,47
2614,15
store,25
envied,6
2615,14
wells,17
2616,14
mightier,13
2617,14
2618,14
2619,14
isaacs,4
springing,5
2620,13
ours,12
esek,1
strove,13
2621,13
sitnah,1
2622,11
2623,11
2624,10
2625,9
2626,8
ahuzzath,1
friends,49
army,82
2627,8
2628,8
2629,7
touched,49
2630,7
2631,7
betimes,5
2632,7
2633,5
shebah,1
2634,5
judith,1
beeri,2
bashemath,6
elon,7
2635,5
grief,26
271,16
dim,9
272,16
273,16
weapons,21
quiver,7
274,16
savoury,6
love,310
275,16
hunt,12
276,16
277,16
278,16
obey,69
279,16
kids,8
goats,97
loveth,65
2710,15
2711,15
smooth,6
2712,15
feel,7
seem,22
deceiver,5
2713,14
2714,13
2715,12
goodly,33
2716,12
neck,62
2717,12
2718,12
2719,12
badest,1
sit,113
2720,12
2721,12
2722,11
felt,5
jacobs,19
2723,10
discerned,4
2724,8
2725,8
2726,8
kiss,20
2727,7
kissed,26
smell,20
2728,6
dew,37
fatness,17
plenty,13
corn,102
2729,6
blesseth,8
2730,6
scarce,3
gone,213
hunting,2
2731,6
2732,6
2733,6
trembled,21
2734,6
cried,199
bitter,38
2735,4
subtilty,6
2736,4
rightly,4
supplanted,1
times,145
reserved,16
2737,3
sustained,3
2738,3
2739,3
2740,3
yoke,59
2741,3
hated,60
wherewith,110
mourning,51
2742,3
touching,30
purposing,1
2743,3
2744,3
fury,70
2745,2
anger,234
forget,54
deprived,3
2746,2
weary,42
281,15
282,15
daughers,2
283,15
284,15
285,15
286,15
287,15
288,15
pleased,62
289,15
mahalath,2
2810,14
2811,14
certain,198
stones,179
pillows,4
2812,14
dreamed,20
ladder,1
reached,8
ascending,5
descending,8
2813,14
whereon,27
liest,5
2814,14
north,133
2815,14
places,215
2816,14
awaked,8
2817,14
dreadful,9
2818,13
poured,84
oil,202
2819,13
luz,8
2820,13
vowed,18
vow,41
2821,12
2822,11
291,13
292,13
lying,57
293,13
rolled,12
294,13
295,13
296,13
rachel,42
297,13
298,13
roll,28
299,13
2910,13
2911,13
2912,11
rebekahs,2
2913,11
tidings,46
embraced,5
2914,11
abode,69
space,27
2915,11
nought,36
wages,18
2916,11
leah,29
2917,11
eyed,2
beautiful,23
favoured,14
2918,11
2919,11
better,117
2920,11
2921,11
2922,10
2923,10
2924,10
zilpah,7
2925,9
2926,8
2927,8
fulfil,24
week,13
service,133
2928,7
2929,7
bilhah,11
2930,6
2931,5
2932,5
reuben,74
2933,4
simeon,50
2934,4
levi,72
2935,4
praise,246
judah,812
301,12
else,48
302,12
kindled,66
303,12
knees,30
304,12
305,12
306,12
judged,63
307,12
rachels,5
308,12
wrestlings,1
wrestled,3
naphtali,50
309,12
3010,12
leahs,5
3011,12
troop,13
gad,72
3012,12
3013,11
happy,28
asher,43
3014,11
wheat,51
mandrakes,6
3015,11
wouldest,38
3016,11
hired,34
3017,10
3018,10
hire,23
maiden,8
issachar,44
3019,10
3020,10
endued,5
dowry,4
zebulun,45
3021,9
afterwards,13
dinah,7
3022,9
3023,9
reproach,88
3024,9
joseph,228
add,33
3025,8
3026,8
knowest,89
3027,7
learned,22
experience,4
3028,6
appoint,41
3029,6
3030,6
hadst,22
since,70
3031,6
3032,4
removing,5
speckled,11
spotted,7
brown,4
3033,4
answer,131
stolen,15
3034,2
3035,2
ringstraked,7
white,75
3036,2
fed,31
labans,4
3037,2
rods,15
poplar,1
hazel,1
chesnut,1
pilled,2
strakes,2
3038,2
gutters,2
watering,3
troughs,2
conceive,14
3039,1
3040,1
3041,1
whensoever,3
3042,1
feeble,20
feebler,1
3043,1
glory,402
power,272
deceived,34
changed,42
3110,11
rams,78
leaped,8
grisled,4
3111,11
3112,11
leap,9
doeth,96
3113,11
anointedst,1
vowedst,1
3114,10
inheritance,239
3115,10
strangers,82
quite,7
devoured,53
3116,10
riches,98
childrens,19
3117,10
3118,10
carried,145
getting,3
3119,8
shear,4
images,72
3120,8
stole,6
unawares,12
3121,8
gilead,100
3122,7
3123,7
overtook,10
3124,7
heed,80
either,42
3125,6
3126,6
captives,43
3127,6
secretly,20
steal,22
mirth,15
songs,20
tabret,4
3128,6
foolishly,12
doing,39
3129,6
3130,6
though,233
longedst,1
3131,5
force,19
3132,4
